TimeStamp, ElapsedMilliseconds,SpineBase-X,SpineBase-Y,SpineBase-Z,SpineMid-X,SpineMid-Y,SpineMid-Z,Neck-X,Neck-Y,Neck-Z,Head-X,Head-Y,Head-Z,ShoulderLeft-X,ShoulderLeft-Y,ShoulderLeft-Z,ElbowLeft-X,ElbowLeft-Y,ElbowLeft-Z,WristLeft-X,WristLeft-Y,WristLeft-Z,HandLeft-X,HandLeft-Y,HandLeft-Z,ShoulderRight-X,ShoulderRight-Y,ShoulderRight-Z,ElbowRight-X,ElbowRight-Y,ElbowRight-Z,WristRight-X,WristRight-Y,WristRight-Z,HandRight-X,HandRight-Y,HandRight-Z,HipLeft-X,HipLeft-Y,HipLeft-Z,KneeLeft-X,KneeLeft-Y,KneeLeft-Z,AnkleLeft-X,AnkleLeft-Y,AnkleLeft-Z,FootLeft-X,FootLeft-Y,FootLeft-Z,HipRight-X,HipRight-Y,HipRight-Z,KneeRight-X,KneeRight-Y,KneeRight-Z,AnkleRight-X,AnkleRight-Y,AnkleRight-Z,FootRight-X,FootRight-Y,FootRight-Z,SpineShoulder-X,SpineShoulder-Y,SpineShoulder-Z,HandTipLeft-X,HandTipLeft-Y,HandTipLeft-Z,ThumbLeft-X,ThumbLeft-Y,ThumbLeft-Z,HandTipRight-X,HandTipRight-Y,HandTipRight-Z,ThumbRight-X,ThumbRight-Y,ThumbRight-Z
04/05/2016-08:10:29.304,61,226.7692,-270.6131,2562.838,246.8584,4.873252,2640.967,257.7038,417.8703,2670.609,266.5031,276.3106,2701.615,83.88571,193.6582,2681.307,18.03999,0.7086114,2582.268,35.56087,-90.05553,2390.578,69.90894,-127.5581,2257.383,429.5587,182.5548,2665.767,488.4046,-22.59048,2624.366,358.3828,-102.0096,2413.178,285.9861,-113.1992,2342.921,146.4321,-264.3975,2531.319,35.5425,-402.1825,2037.738,165.5588,-645.3953,1895.018,83.39271,-560.327,1862.47,302.3033,-268.42,2516.786,257.5472,-422.0571,2081.957,247.1923,-694.214,1888.929,209.5502,-536.8917,1907.912,262.3542,208.6553,2689.377,62.62285,-163.6658,2185.943,-6.861742,-134.5267,2225.845,237.3138,-142.4373,2239.038,348.7237,-176.3006,2340.371
04/05/2016-08:10:29.372,128,225.981,-275.0249,2563.557,246.0416,4.670252,2639.511,249.5207,414.2966,2666.21,264.3976,275.1308,2700.162,82.41517,190.5626,2679.114,9.262239,-1.0638,2583.347,32.1533,-89.43475,2390.753,70.09957,-128.2225,2258.442,429.4457,182.7326,2665.792,488.4523,-22.48039,2624.438,334.7942,-77.083,2407.325,266.2004,-94.77341,2337.963,145.3568,-271.8269,2532.708,35.54474,-402.1712,2037.755,123.2441,-594.9599,1797.166,32.85633,-511.9361,1766.458,301.0798,-272.5509,2520.176,257.5451,-422.0721,2081.947,307.7192,-689.8584,1985.635,255.2888,-596.3971,1945.206,260.6517,207.8783,2688.095,60.10779,-169.6094,2177.942,-15.21944,-138.5243,2235.842,207.1741,-119.1518,2217.253,322.486,-164.7001,2331.634
04/05/2016-08:10:29.439,195,226.9377,-279.4666,2562.963,244.7931,3.124166,2637.382,234.7193,408.4579,2658.607,259.5172,272.5628,2696.708,80.84599,187.5357,2676.936,-5.797073,-4.12077,2584.38,19.01769,-89.46054,2390.644,65.99707,-133.9492,2247.639,429.0703,183.1301,2665.635,488.5061,-22.35742,2624.458,359.1413,-92.71426,2413.201,277.1048,-96.75633,2344.921,147.7435,-278.6476,2532.352,35.54723,-402.1581,2037.772,97.58583,-576.3981,1722.12,1.004222,-496.8442,1687.429,300.8765,-275.4796,2521.493,257.5436,-422.0874,2081.936,320.2442,-701.1398,2110.267,268.7527,-623.7972,1984.411,256.8251,205.7925,2684.936,52.46727,-181.6645,2159.811,-20.23685,-140.5549,2242.215,214.1096,-111.7949,2220.883,331.6255,-171.5267,2338.642
04/05/2016-08:10:29.499,256,226.1727,-287.7952,2567.625,242.1842,-0.635294,2635.607,218.2017,402.5125,2649.029,252.5318,268.757,2690.505,74.72227,179.398,2670.431,-20.29753,-4.240426,2588.922,-15.37639,-86.48337,2389.288,48.15959,-138.0771,2230.488,427.2553,184.2657,2663.767,488.5554,-22.21316,2624.032,370.2901,-96.54195,2413.418,277.8482,-101.7981,2350.21,147.5309,-288.3525,2540.162,35.55553,-402.147,2037.788,82.73508,-567.3628,1678.474,-12.47017,-501.2131,1633.485,299.3467,-282.1761,2526.396,257.5442,-422.1058,2081.925,290.1544,-711.519,2120.926,253.769,-618.8453,1978.037,251.1384,202.2811,2680.029,44.06481,-188.039,2146.585,-23.10579,-116.6825,2247.394,220.2315,-113.4811,2247.35,307.8865,-152.7937,2296.28
04/05/2016-08:10:29.574,331,225.2346,-292.8952,2570.253,237.1596,-6.264893,2632.339,204.6881,397.8377,2639.887,242.2751,263.6117,2680.028,69.09312,173.3446,2664.901,-47.0183,3.789178,2591.779,-33.08595,-120.8609,2385.057,-10.03738,-167.7681,2223.831,423.3086,186.0624,2659.157,487.9469,-21.87891,2620.341,396.5799,-125.4042,2421.622,305.7606,-117.6311,2360.832,147.0252,-293.3275,2544.111,35.56932,-402.1352,2037.805,87.42537,-586.3353,1682.41,-0.5549229,-530.1033,1628.996,298.0109,-286.5066,2529.032,257.5492,-422.1182,2081.916,246.8059,-717.6782,2067.728,244.0738,-601.4119,1960.028,241.7473,196.933,2671.045,-15.8956,-230.4907,2172.525,-33.90155,-169.669,2226.796,250.1813,-126.9924,2260.505,336.5854,-168.5147,2319.023
04/05/2016-08:10:29.633,390,223.1757,-299.328,2575.885,232.3568,-11.94562,2629.891,193.566,394.6387,2629.568,232.8675,258.7301,2666.763,61.99819,168.4667,2658.535,-59.36198,9.158238,2592.929,-46.53317,-110.468,2360.257,-37.7144,-155.7194,2225.452,411.1589,189.3596,2641.112,487.0252,-19.78135,2614.322,405.6164,-136.4261,2424.621,316.1179,-124.6409,2364.329,145.1879,-297.3049,2547.042,35.58996,-402.1227,2037.829,103.1141,-622.897,1721.397,66.08959,-628.8694,1608.087,295.8731,-294.3325,2538.729,257.5612,-422.1282,2081.909,216.96,-717.85,2000.317,213.2417,-566.1173,1932.133,233.4892,191.827,2661.307,-19.04607,-204.9634,2174.314,-68.04191,-152.019,2213.893,261.6481,-133.7869,2265.185,352.9341,-178.2876,2337.141
04/05/2016-08:10:29.703,460,221.6363,-302.7113,2579.552,228.8682,-15.70449,2628.232,186.5984,392.9203,2621.138,226.2511,256.0012,2656.777,56.07153,166.4662,2653.354,-65.40356,12.89705,2593.198,-87.09943,-97.88358,2347.389,-98.33234,-132.3255,2249.241,400.5633,191.7935,2624.533,486.4495,-14.11348,2605.209,401.4561,-137.1457,2424.712,314.6031,-123.3656,2359.474,143.2213,-299.2863,2548.307,35.61909,-402.1027,2037.867,114.1775,-642.9183,1749.947,108.721,-687.4769,1604.651,294.7209,-298.2179,2544.266,257.5773,-422.1374,2081.904,207.9014,-714.712,1963.746,198.826,-549.1751,1919.161,227.5147,188.6452,2653.785,-86.96108,-163.272,2200.102,-135.8309,-131.7535,2227.052,255.0167,-132.7451,2251.203,361.3671,-184.0724,2349.665
04/05/2016-08:10:29.769,526,220.8818,-304.264,2581.721,226.8057,-17.88777,2626.981,178.3044,391.0231,2609.384,221.5671,254.2144,2648.085,51.79619,166.3468,2649.831,-66.28766,14.07077,2593.012,-120.3728,-87.24622,2348.96,-152.114,-119.4282,2276.77,393.3365,193.2765,2612.513,485.9918,-8.871276,2596.75,376.6308,-112.9679,2413.663,306.6652,-117.0486,2355.433,141.9897,-300.3473,2548.772,35.65224,-402.0672,2037.937,114.4531,-664.9575,1765.92,122.7663,-726.3209,1603.25,294.2862,-300.0752,2547.594,257.5995,-422.1499,2081.898,225.9939,-711.9047,1997.214,199.645,-562.9026,1930.909,223.364,186.5663,2646.955,-163.0691,-135.5746,2223.664,-206.938,-118.6855,2257.616,245.063,-128.3599,2240.739,362.1799,-184.916,2358.11
04/05/2016-08:10:29.842,599,220.7956,-304.6816,2582.669,225.4644,-19.68389,2624.969,169.585,388.9379,2597.518,218.1996,251.4077,2638.944,48.82521,166.9166,2647.43,-86.95963,-17.81875,2589.483,-157.9279,-97.73739,2393.136,-193.6741,-129.9608,2304.55,388.8826,194.2174,2604.179,485.1914,-2.552773,2587.875,346.8774,-91.73683,2390.592,299.9358,-111.6059,2353.272,141.5607,-301.3376,2549.292,35.68982,-402.0083,2038.048,107.8675,-673.7384,1763.43,102.548,-729.8578,1602.312,294.3667,-300.3541,2548.717,257.6246,-422.1726,2081.886,245.3316,-712.8423,2061.44,209.5962,-590.1058,1954.029,220.3318,183.9101,2638.974,-224.3188,-142.0476,2251.969,-257.5972,-126.7546,2295.401,237.1188,-124.0372,2235.192,360.9618,-181.2749,2360.542
04/05/2016-08:10:29.904,660,220.8354,-305.0973,2582.762,220.7552,-24.62769,2617.512,160.7171,386.7633,2586.181,212.5681,246.695,2626.459,41.95848,166.4465,2642.389,-104.1705,-42.16471,2590.751,-174.6522,-124.5175,2438.896,-213.8033,-158.1128,2325.266,385.6535,195.155,2596.966,483.314,1.657766,2579.261,331.3961,-82.48333,2375.396,292.4922,-105.6377,2354.645,141.344,-303.1689,2549.908,35.72736,-401.9432,2038.169,96.19289,-682.4177,1757.509,69.76073,-637.3885,1745.259,294.485,-300.0835,2548.243,257.6673,-422.2728,2081.832,231.865,-711.3307,2075.009,223.9323,-595.3782,1960.135,214.6242,179.1826,2626.578,-252.4672,-178.95,2266.785,-272.476,-155.2208,2314.918,224.2113,-117.4562,2245.744,347.5152,-162.9533,2348.254
