TimeStamp, ElapsedMilliseconds,SpineBase-X,SpineBase-Y,SpineBase-Z,SpineMid-X,SpineMid-Y,SpineMid-Z,Neck-X,Neck-Y,Neck-Z,Head-X,Head-Y,Head-Z,ShoulderLeft-X,ShoulderLeft-Y,ShoulderLeft-Z,ElbowLeft-X,ElbowLeft-Y,ElbowLeft-Z,WristLeft-X,WristLeft-Y,WristLeft-Z,HandLeft-X,HandLeft-Y,HandLeft-Z,ShoulderRight-X,ShoulderRight-Y,ShoulderRight-Z,ElbowRight-X,ElbowRight-Y,ElbowRight-Z,WristRight-X,WristRight-Y,WristRight-Z,HandRight-X,HandRight-Y,HandRight-Z,HipLeft-X,HipLeft-Y,HipLeft-Z,KneeLeft-X,KneeLeft-Y,KneeLeft-Z,AnkleLeft-X,AnkleLeft-Y,AnkleLeft-Z,FootLeft-X,FootLeft-Y,FootLeft-Z,HipRight-X,HipRight-Y,HipRight-Z,KneeRight-X,KneeRight-Y,KneeRight-Z,AnkleRight-X,AnkleRight-Y,AnkleRight-Z,FootRight-X,FootRight-Y,FootRight-Z,SpineShoulder-X,SpineShoulder-Y,SpineShoulder-Z,HandTipLeft-X,HandTipLeft-Y,HandTipLeft-Z,ThumbLeft-X,ThumbLeft-Y,ThumbLeft-Z,HandTipRight-X,HandTipRight-Y,HandTipRight-Z,ThumbRight-X,ThumbRight-Y,ThumbRight-Z
04/04/2016-01:34:14.331,30,30.61002,59.1787,2564.872,24.57058,217.8865,2538.034,13.15493,475.8829,2500.619,18.85716,375.6767,2508.695,-115.357,285.0706,2555.582,-170.765,126.348,2590.49,-185.4912,-7.180744,2578.452,-198.6055,-20.96211,2567.106,162.2537,298.5926,2541.123,247.0213,155.9695,2548.296,256.9332,20.45015,2480.324,260.5294,18.47836,2485.432,-28.80439,52.20135,2550.528,-190.3665,1.640919,2592.309,-231.16,-232.5928,2478.849,-233.6423,-268.8431,2392.477,92.58772,66.97709,2540.001,118.0712,275.4083,2496.431,144.6929,80.62999,2460.713,123.2955,42.82235,2368.651,20.58572,336.561,2517.065,-179.3497,-46.40337,2561.94,-176.7011,-37.40537,2547.51,259.8993,-8.51384,2488.588,241.3678,22.73969,2450.199
04/04/2016-01:34:14.383,82,34.83612,59.11163,2568.086,30.44211,218.5634,2545.283,18.92394,476.4242,2509.493,23.96833,376.1974,2518.207,-110.1307,284.565,2559.664,-167.6846,121.4746,2597.738,-185.137,-8.685213,2582.808,-193.3637,-23.47757,2570.079,167.9571,297.4741,2547.97,248.5184,150.6365,2552.989,255.6265,16.54634,2484.403,275.5145,17.84098,2509.097,-22.69902,52.98427,2554.31,-186.3991,19.74513,2609.561,-229.4426,-213.2527,2492.832,-230.7627,-248.8712,2405.845,94.64063,65.55979,2543.266,110.3007,276.3971,2492.399,134.4033,79.6851,2455.013,120.1878,35.57092,2361.692,25.98252,337.2072,2526.259,-179.2785,-41.29143,2562.586,-178.7603,-23.8051,2549.716,277.5516,-9.704198,2519.131,261.4472,23.00008,2477.319
04/04/2016-01:34:14.435,133,36.76896,58.53346,2570.871,33.21614,218.5377,2550.227,21.51083,476.182,2514.79,26.92521,376.2634,2524.69,-106.0979,284.2073,2562.775,-166.9139,120.5081,2598.551,-187.2834,-18.04566,2566.572,-187.3135,-32.29576,2559.174,169.3554,296.891,2550.657,248.4262,147.4755,2557.683,260.622,18.17569,2501.941,284.0917,17.20897,2524.275,-19.48653,53.28776,2556.846,-185.655,23.69069,2608.031,-224.9085,-208.8737,2495.314,-226.1264,-245.3988,2406.467,94.68206,63.65336,2546.671,107.5023,275.3957,2489.488,130.9589,75.85461,2451.917,126.5176,27.70512,2361.112,28.78853,337.2568,2532.333,-189.0988,-75.44894,2536.626,-177.832,-25.24903,2530.652,289.379,-13.72644,2538.243,271.4472,18.21223,2497.634
04/04/2016-01:34:14.502,200,38.64787,57.56096,2574.235,34.67753,217.8708,2555.4,25.17062,475.5439,2522.664,28.72796,375.8438,2532.18,-102.9028,284.0047,2566.449,-165.1225,130.2181,2593.514,-164.1749,-16.90297,2522.241,-156.7827,-37.8168,2512.496,168.5381,295.3013,2555.176,246.886,145.5086,2564.658,265.3804,20.72261,2519.371,288.0269,16.01333,2533.927,-17.56642,53.19125,2558.92,-188.5873,13.30054,2601.086,-222.9189,-214.8546,2492.371,-223.7273,-256.4987,2400.936,95.72729,61.35153,2551.507,108.7009,273.4836,2489.643,133.142,72.12227,2452.992,135.72,23.64326,2365.545,30.31477,336.731,2539.024,-157.2805,-69.79984,2477.655,-150.8048,-28.26274,2481.758,293.5233,-20.13777,2550.597,277.5891,5.809153,2512.597
04/04/2016-01:34:14.571,269,40.38411,56.70035,2576.943,35.81601,217.0661,2559.88,29.79607,474.9281,2530.844,30.57153,375.3153,2539.562,-98.18897,284.0715,2573.151,-164.545,135.988,2590.335,-145.0168,-16.59684,2493.806,-137.9897,-43.08539,2479.168,168.6893,292.7131,2562.452,245.2138,145.5072,2569.78,268.0506,21.87547,2530.103,286.3018,14.49038,2537.081,-16.51287,52.88702,2560.23,-190.5316,2.609345,2593.886,-221.8563,-224.5021,2487.487,-222.8608,-267.6545,2395.218,97.49623,59.60814,2555.616,110.4857,271.7504,2491.915,136.2589,69.94643,2456.19,140.6064,23.87052,2371.695,31.83885,336.0797,2545.507,-142.9735,-70.21294,2447.379,-130.7894,-37.08624,2452.243,289.872,-26.49232,2552.23,276.5422,-1.858611,2515.917
04/04/2016-01:34:14.634,332,42.10178,55.8089,2579.633,37.41141,216.4524,2564.582,35.04918,475.2745,2539.135,33.15865,375.4093,2546.757,-92.70052,284.1592,2581.534,-162.9807,140.7222,2589.657,-132.9471,-14.88681,2482.922,-128.0329,-44.55704,2463.012,169.5801,290.4546,2568.746,244.714,144.7661,2574.685,267.9794,21.66899,2534.261,281.7999,13.57451,2537.235,-15.60592,52.46811,2561.551,-191.897,-4.498936,2591.928,-225.7884,-228.6723,2478.313,-228.1275,-269.4055,2386.059,99.56858,57.95352,2559.646,111.0199,270.5001,2494.697,137.7702,69.0529,2459.445,137.9169,26.82056,2376.648,34.12809,335.9548,2552.086,-128.9059,-59.70442,2440.777,-118.1778,-41.07656,2438.46,284.2195,-30.03532,2549.16,273.2814,-5.677909,2513.912
04/04/2016-01:34:14.708,406,43.49974,55.11272,2582.406,39.51503,216.2628,2569.814,39.98474,476.3444,2547.213,36.52459,376.0096,2553.846,-88.28845,284.5602,2587.583,-161.6067,142.8149,2592.679,-134.5671,-10.28815,2497.672,-133.894,-39.98089,2474.832,171.6673,288.4585,2575.055,244.923,144.2273,2577.545,266.5142,20.36146,2533.959,278.4928,13.08094,2537.209,-14.57515,52.2584,2563.479,-185.9936,4.543308,2602.979,-225.9337,-224.0068,2480.05,-228.0423,-258.9585,2390.701,101.1045,56.6168,2563.197,110.3074,269.8625,2496.761,137.4152,68.93003,2461.551,132.8466,29.57638,2378.448,37.21254,336.3621,2558.88,-121.7364,-48.15376,2445.818,-121.261,-36.99346,2448.774,280.6389,-31.64987,2546.219,271.1892,-5.292122,2511.341
04/04/2016-01:34:14.771,470,44.24474,54.66782,2584.99,41.17697,216.2946,2574.059,42.90207,477.2616,2552.621,39.05598,376.4679,2558.52,-85.84332,284.7984,2590.827,-160.8129,142.6206,2596.915,-141.2719,-7.914576,2513.179,-142.3044,-36.40804,2490.648,173.2706,287.2728,2578.497,245.8156,142.5904,2579.596,264.593,18.95342,2532.176,276.6956,12.75109,2538.952,-13.70218,52.38831,2566.041,-182.8514,11.02306,2610.07,-226.1452,-217.7638,2484.878,-228.2845,-249.7509,2396.578,101.7052,55.66271,2565.823,109.0598,269.5772,2498.033,136.1242,68.97993,2462.647,128.5652,30.99575,2378.446,39.57862,336.7423,2563.611,-122.4873,-40.12974,2457.352,-130.5468,-27.89983,2463.529,279.7183,-31.47527,2545.794,270.1702,0.5754844,2510.459
04/04/2016-01:34:14.831,529,44.62118,54.38317,2587.001,42.28603,216.3695,2577.39,44.29616,477.829,2556.95,40.71963,376.685,2562.36,-85.0172,284.9693,2592.192,-161.0066,137.1387,2602.278,-148.132,-9.331655,2522.645,-147.4757,-34.25448,2501.315,174.2153,286.7216,2580.13,246.5378,141.0785,2580.969,263.4895,17.90236,2531.825,276.7728,12.17001,2541.583,-12.96951,52.56288,2568.221,-184.1209,14.73476,2619.471,-226.7587,-213.8324,2490.858,-228.7092,-244.6212,2402.778,101.768,55.04074,2567.63,204.195,181.6384,2557.469,216.3511,-25.13589,2517.964,216.3101,-79.0103,2433.08,41.13133,336.9571,2567.379,-125.7138,-38.59353,2465.483,-137.843,-23.05285,2473.668,281.3989,-32.89214,2550.269,272.4358,3.104209,2514.264
04/04/2016-01:34:14.896,594,44.8125,54.2156,2588.332,42.81318,216.3922,2579.369,44.59042,477.9871,2559.821,41.38612,376.6326,2564.765,-84.98314,285.0306,2592.556,-161.6647,133.4398,2605.505,-150.9155,-12.53017,2521.777,-148.3386,-35.55761,2503.046,174.4816,286.4817,2580.963,247.1075,139.7433,2582.519,263.1356,17.36819,2533.141,277.3612,11.58803,2543.81,-12.45796,52.7006,2569.763,-185.1167,16.24861,2622.599,-226.5946,-211.8171,2494.794,-228.3876,-243.087,2406.181,101.6653,54.6945,2568.689,277.9231,114.4174,2603.089,278.5011,-97.37911,2560.43,286.0525,-163.9679,2475.675,41.7708,336.949,2569.632,-128.0914,-41.76909,2463.76,-138.1723,-25.31608,2467.629,283.8301,-32.86648,2555.126,274.3347,3.478678,2516.824
