TimeStamp, ElapsedMilliseconds,SpineBase-X,SpineBase-Y,SpineBase-Z,SpineMid-X,SpineMid-Y,SpineMid-Z,Neck-X,Neck-Y,Neck-Z,Head-X,Head-Y,Head-Z,ShoulderLeft-X,ShoulderLeft-Y,ShoulderLeft-Z,ElbowLeft-X,ElbowLeft-Y,ElbowLeft-Z,WristLeft-X,WristLeft-Y,WristLeft-Z,HandLeft-X,HandLeft-Y,HandLeft-Z,ShoulderRight-X,ShoulderRight-Y,ShoulderRight-Z,ElbowRight-X,ElbowRight-Y,ElbowRight-Z,WristRight-X,WristRight-Y,WristRight-Z,HandRight-X,HandRight-Y,HandRight-Z,HipLeft-X,HipLeft-Y,HipLeft-Z,KneeLeft-X,KneeLeft-Y,KneeLeft-Z,AnkleLeft-X,AnkleLeft-Y,AnkleLeft-Z,FootLeft-X,FootLeft-Y,FootLeft-Z,HipRight-X,HipRight-Y,HipRight-Z,KneeRight-X,KneeRight-Y,KneeRight-Z,AnkleRight-X,AnkleRight-Y,AnkleRight-Z,FootRight-X,FootRight-Y,FootRight-Z,SpineShoulder-X,SpineShoulder-Y,SpineShoulder-Z,HandTipLeft-X,HandTipLeft-Y,HandTipLeft-Z,ThumbLeft-X,ThumbLeft-Y,ThumbLeft-Z,HandTipRight-X,HandTipRight-Y,HandTipRight-Z,ThumbRight-X,ThumbRight-Y,ThumbRight-Z
04/04/2016-03:21:31.179,69,261.9422,-214.4512,2319.166,233.5028,82.34395,2318.582,169.784,503.634,2316.299,204.8719,371.3594,2306.503,42.07159,252.1535,2354.618,10.29752,72.5229,2297.394,-4.337362,-24.11296,2088.726,-24.93247,-72.92081,1926.842,366.9187,263.697,2216.255,417.7684,89.91137,2131.553,295.4611,-40.44534,1989.1,264.9577,-47.88506,1957.593,177.4792,-217.8066,2312.233,-10.40159,-128.628,1956.093,54.3522,-564.7488,1876.186,23.42627,-594.4501,1757.764,339.1631,-204.8008,2261.988,200.2232,-139.4128,1876.444,187.453,-543.429,1857.182,121.3506,-590.5833,1749.958,212.1791,300.2405,2311.439,-51.98502,-109.383,1882.811,16.53727,-79.97103,1908.161,192.1843,-48.64591,1861.035,245.0785,0.7877005,1962.665
04/04/2016-03:21:31.247,137,261.6424,-214.6819,2319.152,233.4541,82.32915,2318.591,169.7255,503.6235,2316.344,204.8414,371.3627,2306.518,42.04024,252.1441,2354.573,10.31625,72.53507,2297.327,-4.350133,-24.3299,2088.726,-24.89957,-72.92097,1927.127,366.8909,263.7013,2216.261,417.7686,89.95718,2131.574,295.2253,-40.08201,1989.008,263.4377,-47.34796,1956.416,177.2012,-218.1708,2312.277,-11.26124,-136.8056,1954.133,54.47478,-564.5958,1877.153,23.38373,-594.426,1757.743,338.7965,-204.9824,2261.969,200.2037,-139.4161,1876.414,187.2835,-543.1625,1857.308,120.672,-590.1451,1750.335,212.1519,300.24,2311.453,-51.72281,-114.9374,1882.398,16.82317,-88.71654,1911.607,188.5564,-47.13767,1859.965,243.6475,2.02628,1964.354
04/04/2016-03:21:31.315,205,261.4828,-214.8661,2319.119,233.4157,82.31245,2318.595,169.6694,503.6128,2316.379,204.8134,371.3658,2306.531,42.00927,252.1324,2354.531,10.39845,72.31651,2296.729,-4.123029,-25.54168,2088.364,-24.85823,-74.27789,1926.991,366.865,263.7049,2216.265,417.765,89.98036,2131.588,295.0959,-39.82369,1988.867,262.3471,-47.09145,1955.496,177.0786,-218.5009,2312.271,-10.87037,-149.7263,1950.721,53.64663,-564.256,1875.783,23.34151,-594.3984,1757.731,338.5915,-205.1098,2261.945,200.1884,-139.4193,1876.389,187.1521,-542.9565,1857.405,119.4008,-589.4923,1750.935,212.1257,300.2389,2311.467,-51.3792,-125.525,1879.722,18.42414,-83.63364,1913.305,187.0741,-46.40165,1859.498,231.8933,-4.864164,1945.092
04/04/2016-03:21:31.361,251,261.408,-215.0098,2319.081,233.3876,82.29612,2318.596,169.6188,503.6041,2316.403,204.7878,371.368,2306.541,41.98132,252.1221,2354.493,10.4958,72.06918,2296.087,-4.066732,-25.88187,2087.653,-24.73065,-75.1106,1926.855,366.8431,263.7076,2216.268,417.7607,89.99057,2131.594,295.0348,-39.67601,1988.766,262.5186,-47.40297,1955.367,177.0534,-218.7693,2312.238,-9.966011,-163.1761,1946.992,51.72871,-563.5016,1871.895,23.28377,-594.37,1757.728,338.4798,-205.199,2261.922,200.1775,-139.4217,1876.372,187.0798,-542.7984,1857.511,118.2096,-588.812,1751.628,212.1021,300.2369,2311.477,-51.87551,-128.4192,1879.01,22.09005,-114.969,1927.475,192.2518,-48.92462,1859.332,247.3607,4.008946,1962.722
04/04/2016-03:21:31.401,292,261.4158,-215.084,2319.046,233.3692,82.28288,2318.595,169.5747,503.5961,2316.411,204.7604,371.3676,2306.548,41.95186,252.1094,2354.457,10.60513,71.83388,2295.493,-4.067443,-25.83336,2086.776,-24.57783,-75.89883,1926.689,366.8243,263.7098,2216.272,417.7422,89.95132,2131.575,294.943,-39.59396,1988.579,263.0362,-47.75005,1955.556,177.0949,-218.9175,2312.194,-9.135159,-172.8225,1944.272,49.93802,-562.8254,1868.248,23.22989,-594.3483,1757.73,338.4718,-205.2335,2261.907,200.1729,-139.4232,1876.365,186.9209,-542.7811,1857.567,117.0503,-588.3361,1752.023,212.0787,300.2338,2311.485,-53.21655,-125.1574,1879.475,26.34171,-134.6145,1940.832,195.4734,-50.35547,1859.491,253.1107,4.522803,1962.55
04/04/2016-03:21:31.459,349,261.4522,-215.1157,2319.022,233.3549,82.27088,2318.594,169.5364,503.5887,2316.414,204.7344,371.3638,2306.553,41.92146,252.0965,2354.422,10.69162,71.65514,2295.084,-4.065352,-25.72757,2086.247,-24.42049,-76.29458,1926.601,366.8082,263.7112,2216.275,417.7167,89.87802,2131.542,294.8861,-39.61485,1988.428,263.6953,-48.1165,1955.788,177.1401,-218.9846,2312.153,-8.653401,-174.784,1943.55,48.92704,-562.4732,1866.133,23.17046,-594.3362,1757.743,338.5092,-205.2387,2261.901,200.1722,-139.42,1876.365,186.763,-542.8027,1857.605,116.2837,-588.058,1752.217,212.0563,300.2285,2311.491,-53.83823,-122.8873,1879.762,26.89876,-114.3448,1922.417,198.119,-51.46307,1859.848,262.8917,9.880393,1972.039
04/04/2016-03:21:31.547,438,261.4834,-215.1329,2319.006,233.3432,82.26017,2318.591,169.5024,503.5811,2316.406,204.7151,371.3595,2306.554,41.89658,252.0896,2354.385,10.63358,71.50424,2294.71,-4.155271,-25.48679,2085.757,-24.40029,-73.186,1927.428,366.7961,263.7119,2216.277,417.6711,89.73624,2131.491,294.8345,-39.6836,1988.21,264.6971,-48.22706,1956.657,177.1669,-219.0152,2312.122,-10.8679,-131.7196,1955.099,48.6526,-562.4015,1865.622,23.12735,-594.326,1757.762,338.5469,-205.2396,2261.902,200.1732,-139.4147,1876.369,186.5664,-542.8455,1857.627,116.2845,-588.2438,1751.995,212.0391,300.2231,2311.494,-50.95596,-105.8574,1883.868,21.30624,-59.27385,1914.632,199.0025,-51.6263,1860.218,267.0654,11.51201,1976.156
04/04/2016-03:21:31.610,501,261.4946,-215.1542,2318.995,233.3309,82.24818,2318.589,169.4721,503.5735,2316.395,204.7007,371.3541,2306.552,41.87754,252.0868,2354.349,10.58671,71.42386,2294.578,-4.198401,-25.36665,2085.619,-24.2346,-72.25434,1927.703,366.7865,263.7121,2216.28,417.6091,89.52255,2131.428,294.5496,-39.56872,1987.841,265.3898,-48.08599,1957.663,177.1671,-219.0426,2312.099,-10.63516,-130.4038,1954.909,48.7733,-562.4697,1865.989,23.1047,-594.3224,1757.767,338.5648,-205.2502,2261.905,200.174,-139.41,1876.372,196.2538,-539.9406,1857.494,120.7897,-586.0579,1754.162,212.0253,300.2168,2311.495,-50.32576,-102.6388,1884.582,18.99052,-72.40314,1914.793,198.4135,-50.97351,1860.937,244.2822,-0.3500047,1952.882
04/04/2016-03:21:31.682,572,261.498,-215.1872,2318.984,233.3206,82.23483,2318.588,169.4476,503.5665,2316.38,204.6907,371.3488,2306.551,41.86446,252.086,2354.316,10.53312,71.38811,2294.536,-4.528236,-26.3286,2086.105,-24.98672,-71.53017,1927.516,366.7794,263.712,2216.281,417.5466,89.30594,2131.372,294.1902,-39.34023,1987.417,266.1082,-47.96156,1958.384,177.1683,-219.0888,2312.083,-9.605466,-142.4513,1951.509,48.94508,-562.5568,1866.446,23.09569,-594.3214,1757.765,338.5692,-205.2707,2261.908,200.1744,-139.4032,1876.375,200.2628,-538.8289,1857.484,122.8782,-585.0654,1755.186,212.0151,300.2103,2311.496,-50.16333,-107.854,1883.372,14.55422,-71.23487,1912.98,197.9338,-50.0977,1861.554,251.2865,0.4151088,1953.101
04/04/2016-03:21:31.752,642,261.5068,-215.2305,2318.974,233.3184,82.21988,2318.584,169.4254,503.5609,2316.35,204.692,371.344,2306.543,41.86047,252.0905,2354.292,10.49715,71.36103,2294.557,-4.967359,-30.33726,2088.433,-27.76039,-74.88343,1924.788,366.7749,263.7115,2216.282,417.4829,89.09175,2131.326,293.8002,-39.04352,1986.987,263.7642,-45.47997,1955.688,177.1866,-219.1491,2312.066,-8.588542,-159.8569,1946.967,48.97721,-562.5843,1866.631,23.09371,-594.3215,1757.757,338.5745,-205.3036,2261.913,200.176,-139.3938,1876.38,202.5901,-538.3298,1857.409,124.5848,-584.6575,1755.531,212.0143,300.2045,2311.492,-54.21069,-133.1262,1877.397,13.72223,-99.5382,1917.983,189.3632,-43.06181,1857.986,251.6443,1.064597,1952.444
