TimeStamp, ElapsedMilliseconds,SpineBase-X,SpineBase-Y,SpineBase-Z,SpineMid-X,SpineMid-Y,SpineMid-Z,Neck-X,Neck-Y,Neck-Z,Head-X,Head-Y,Head-Z,ShoulderLeft-X,ShoulderLeft-Y,ShoulderLeft-Z,ElbowLeft-X,ElbowLeft-Y,ElbowLeft-Z,WristLeft-X,WristLeft-Y,WristLeft-Z,HandLeft-X,HandLeft-Y,HandLeft-Z,ShoulderRight-X,ShoulderRight-Y,ShoulderRight-Z,ElbowRight-X,ElbowRight-Y,ElbowRight-Z,WristRight-X,WristRight-Y,WristRight-Z,HandRight-X,HandRight-Y,HandRight-Z,HipLeft-X,HipLeft-Y,HipLeft-Z,KneeLeft-X,KneeLeft-Y,KneeLeft-Z,AnkleLeft-X,AnkleLeft-Y,AnkleLeft-Z,FootLeft-X,FootLeft-Y,FootLeft-Z,HipRight-X,HipRight-Y,HipRight-Z,KneeRight-X,KneeRight-Y,KneeRight-Z,AnkleRight-X,AnkleRight-Y,AnkleRight-Z,FootRight-X,FootRight-Y,FootRight-Z,SpineShoulder-X,SpineShoulder-Y,SpineShoulder-Z,HandTipLeft-X,HandTipLeft-Y,HandTipLeft-Z,ThumbLeft-X,ThumbLeft-Y,ThumbLeft-Z,HandTipRight-X,HandTipRight-Y,HandTipRight-Z,ThumbRight-X,ThumbRight-Y,ThumbRight-Z
04/04/2016-01:35:38.434,40,51.86132,-106.2953,2646.059,43.24493,127.9614,2620.533,17.3624,493.0185,2584.657,34.34019,356.8142,2586.797,-124.2714,225.7232,2613.282,-160.3661,19.79338,2577.217,-86.71194,-21.77145,2409.924,16.403,-9.449655,2289.694,191.0027,248.9006,2580.575,250.2647,50.36832,2550.356,190.3773,-36.47421,2396.691,153.7542,-9.042958,2347.528,-12.70947,-104.6493,2624.962,-27.24851,-122.6867,2120.734,6.909584,-545.0248,2046.295,45.14242,-582.3653,1944.696,115.023,-105.5021,2611.971,166.0465,-181.9926,2084.267,150.2257,-557.137,2010.87,114.6332,-586.5107,1906.995,36.69618,300.4677,2597.113,40.04353,-49.85217,2230.62,40.44885,-1.324205,2280.463,126.4263,-22.83195,2287.82,137.2522,7.49954,2323.841
04/04/2016-01:35:38.493,98,51.73783,-106.3257,2646.054,43.09464,127.8464,2620.451,16.64602,492.9336,2584.123,34.03753,356.6405,2586.549,-124.8334,225.366,2613.19,-160.4959,19.65649,2577.16,-86.7065,-21.69062,2409.942,16.20826,-9.366421,2289.82,190.7699,249.0913,2580.526,250.2499,50.30566,2550.267,190.1015,-35.97031,2396.334,153.6355,-9.007107,2347.492,-12.77239,-104.6864,2624.964,-27.2157,-122.334,2120.986,6.935655,-544.8043,2046.446,44.95012,-582.5015,1944.695,114.8238,-105.5081,2611.998,166.0648,-181.9813,2084.301,145.1348,-557.5973,2005.436,114.0896,-587.3148,1905.613,36.45436,300.3047,2596.92,44.76349,-38.25091,2250.282,23.53645,10.41209,2295.459,127.4321,-27.77917,2282.729,128.5371,6.951933,2309.59
04/04/2016-01:35:38.566,172,51.64273,-106.278,2646.045,42.94544,127.8074,2620.385,15.88179,492.8974,2583.639,33.74153,356.5681,2586.363,-125.4882,225.2327,2613.012,-160.6098,19.65742,2577.182,-86.7365,-21.55103,2410.011,15.75825,-9.181214,2289.982,190.482,249.3214,2580.479,250.2251,50.25652,2550.185,189.5105,-35.51003,2395.325,152.6829,-8.976048,2345.96,-12.81356,-104.6788,2624.983,-27.17906,-121.9752,2121.234,6.965373,-544.5646,2046.606,45.92828,-582.7645,1943.343,114.6851,-105.4059,2611.936,166.0811,-181.9693,2084.336,151.4036,-559.681,2010.485,114.102,-587.1262,1905.934,36.213,300.2348,2596.771,45.00407,-34.73606,2255.156,17.4621,15.02907,2301.252,123.0353,-35.17872,2275.338,125.182,6.84883,2303.446
04/04/2016-01:35:38.631,236,51.55133,-106.2062,2646.017,42.78471,127.7962,2620.318,15.05503,492.88,2583.208,33.44538,356.5336,2586.205,-126.1175,225.1112,2612.824,-160.7397,19.91684,2577.292,-86.80215,-21.37719,2410.129,15.52949,-9.051771,2290.035,190.2866,249.4283,2580.395,250.1904,50.22525,2550.108,188.8039,-35.28797,2393.99,152.0825,-8.892467,2345.133,-12.8597,-104.6559,2625.004,-27.16277,-121.6607,2121.447,6.983216,-544.3388,2046.753,46.22611,-582.8973,1942.825,114.5577,-105.2759,2611.79,166.0948,-181.9572,2084.37,160.6166,-561.4094,2018.605,114.8069,-585.7813,1908.246,35.96031,300.1985,2596.637,40.59301,-34.17878,2249.388,25.95161,9.294825,2293.993,118.0484,-23.22138,2285.906,130.1619,8.280046,2313.262
04/04/2016-01:35:38.688,293,51.12241,-106.0561,2645.49,42.49226,127.8225,2620.136,14.18802,492.9764,2582.853,33.13745,356.5473,2586.063,-126.6333,225.0193,2612.679,-160.8798,20.11882,2577.34,-86.871,-21.28447,2410.21,15.33462,-8.939619,2290.048,190.0841,249.513,2580.293,250.1434,50.22404,2550.02,188.5745,-34.93991,2393.244,151.7653,-8.848124,2344.598,-13.13576,-104.5652,2624.835,-27.16945,-121.4783,2121.563,6.983324,-544.1903,2046.844,46.8633,-582.9447,1942.098,113.9827,-105.1198,2610.512,166.0814,-181.8619,2084.482,167.2847,-562.1911,2024.03,115.4703,-584.4446,1910.48,35.66068,300.2049,2596.487,38.24403,-36.84481,2243.716,30.15772,6.423254,2290.057,121.1614,-13.64542,2301.885,133.5743,9.55985,2318.783
04/04/2016-01:35:38.738,343,50.58937,-105.8551,2644.703,42.16016,127.8801,2619.897,13.31095,493.0917,2582.546,32.85646,356.5942,2585.945,-127.0666,224.9658,2612.572,-161.0387,20.28849,2577.366,-86.97249,-21.25825,2410.284,14.75218,-8.801104,2290.375,189.8469,249.6074,2580.192,250.0757,50.23426,2549.937,188.4621,-34.78141,2392.877,151.6252,-8.788924,2344.505,-13.53546,-104.4181,2624.537,-27.19991,-121.3381,2121.638,6.969141,-544.0563,2046.918,47.51899,-582.8854,1941.6,113.3838,-104.9392,2608.831,166.0708,-181.792,2084.57,169.3692,-561.9484,2025.04,115.9956,-583.4759,1912.09,35.36776,300.2418,2596.342,36.90165,-39.33252,2241.175,22.8255,7.930395,2288.79,122.9251,-3.823935,2311.076,144.2578,7.963904,2334.736
04/04/2016-01:35:38.795,400,49.87815,-105.6669,2643.732,41.65504,127.9495,2619.531,12.47098,493.2464,2582.293,32.48118,356.6549,2585.781,-127.4071,224.8848,2612.52,-161.2593,20.41879,2577.392,-87.08543,-21.23197,2410.361,14.44684,-8.735372,2290.522,189.5215,249.7351,2580.071,249.9398,50.26065,2549.869,188.5642,-34.78829,2392.918,151.6277,-8.708489,2344.458,-14.14622,-104.208,2624.122,-27.23604,-121.3141,2121.634,6.949624,-544.0123,2046.932,48.34544,-582.7901,1941.026,112.634,-104.8906,2606.963,166.0565,-181.7232,2084.655,167.2461,-561.2784,2022.546,116.1904,-583.1567,1912.608,34.95095,300.2909,2596.127,37.34708,-40.27051,2243.772,19.81071,8.601189,2288.371,125.4331,0.9342425,2316.57,148.7775,7.396403,2339.835
04/04/2016-01:35:38.867,472,49.23141,-105.553,2642.837,41.10211,127.9731,2619.11,11.66118,493.3538,2582.066,32.03656,356.6641,2585.572,-127.7204,224.7487,2612.516,-161.7238,20.6463,2577.544,-87.264,-21.08792,2410.543,13.98174,-8.648449,2290.731,189.0565,250.0054,2579.941,249.7674,50.30767,2549.806,188.6598,-34.86407,2393.164,151.7032,-8.581286,2344.827,-14.76669,-104.0498,2623.684,-27.27649,-121.3167,2121.604,6.929081,-543.9924,2046.928,49.6964,-582.5952,1940.213,112.0452,-104.9114,2605.491,166.0443,-181.6699,2084.722,162.7367,-560.0332,2017.85,116.1869,-583.2052,1912.51,34.46183,300.2885,2595.86,36.84863,-39.82347,2244.339,16.94616,10.57396,2290.594,127.4417,1.222098,2313.557,153.79,5.262966,2347.314
04/04/2016-01:35:38.934,539,48.6339,-105.5358,2642.122,40.53773,127.9522,2618.693,10.91239,493.3993,2581.851,31.58522,356.6415,2585.347,-128.0454,224.5144,2612.514,-162.1754,20.86741,2577.724,-87.43941,-20.87891,2410.756,13.84465,-8.613043,2290.754,188.5612,250.2849,2579.824,249.5616,50.39519,2549.744,188.7266,-34.91369,2393.355,152.1352,-8.244103,2346.038,-15.43262,-103.9772,2623.232,-27.32759,-121.343,2121.553,6.908699,-543.9902,2046.914,50.45164,-582.397,1939.811,111.581,-105.0003,2604.578,166.0292,-181.6186,2084.78,159.3443,-559.1654,2014.39,116.117,-583.3589,1912.239,33.96318,300.2523,2595.577,37.21721,-39.32845,2245.793,32.06019,6.24883,2290.789,128.163,-1.390398,2309.509,154.5427,4.738605,2348.316
04/04/2016-01:35:38.976,582,48.22663,-105.5711,2641.704,40.06039,127.9086,2618.351,10.20098,493.405,2581.637,31.08093,356.5929,2585.071,-128.4013,224.2822,2612.475,-162.5967,21.11311,2577.933,-87.57766,-20.49669,2411.031,13.6875,-8.546691,2290.863,188.2475,250.4057,2579.658,249.3483,50.48399,2549.682,188.7224,-34.95178,2393.456,152.2666,-8.087632,2346.505,-15.94097,-103.9799,2622.902,-27.39838,-121.3882,2121.483,6.882829,-543.9949,2046.893,51.1286,-582.2309,1939.379,111.3234,-105.0766,2604.232,166.0144,-181.5736,2084.829,158.0243,-558.838,2013.103,116.1062,-583.4229,1912.136,33.45523,300.1924,2595.278,42.77296,-38.39791,2252.708,34.16319,7.236255,2292.956,127.8929,-4.089027,2306.338,144.7682,7.835996,2335.646
