TimeStamp, ElapsedMilliseconds,SpineBase-X,SpineBase-Y,SpineBase-Z,SpineMid-X,SpineMid-Y,SpineMid-Z,Neck-X,Neck-Y,Neck-Z,Head-X,Head-Y,Head-Z,ShoulderLeft-X,ShoulderLeft-Y,ShoulderLeft-Z,ElbowLeft-X,ElbowLeft-Y,ElbowLeft-Z,WristLeft-X,WristLeft-Y,WristLeft-Z,HandLeft-X,HandLeft-Y,HandLeft-Z,ShoulderRight-X,ShoulderRight-Y,ShoulderRight-Z,ElbowRight-X,ElbowRight-Y,ElbowRight-Z,WristRight-X,WristRight-Y,WristRight-Z,HandRight-X,HandRight-Y,HandRight-Z,HipLeft-X,HipLeft-Y,HipLeft-Z,KneeLeft-X,KneeLeft-Y,KneeLeft-Z,AnkleLeft-X,AnkleLeft-Y,AnkleLeft-Z,FootLeft-X,FootLeft-Y,FootLeft-Z,HipRight-X,HipRight-Y,HipRight-Z,KneeRight-X,KneeRight-Y,KneeRight-Z,AnkleRight-X,AnkleRight-Y,AnkleRight-Z,FootRight-X,FootRight-Y,FootRight-Z,SpineShoulder-X,SpineShoulder-Y,SpineShoulder-Z,HandTipLeft-X,HandTipLeft-Y,HandTipLeft-Z,ThumbLeft-X,ThumbLeft-Y,ThumbLeft-Z,HandTipRight-X,HandTipRight-Y,HandTipRight-Z,ThumbRight-X,ThumbRight-Y,ThumbRight-Z
04/06/2016-04:15:34.230,32,139.7947,-129.4907,2686.58,148.4366,122.477,2716.552,198.3777,534.8552,2732.945,155.5626,369.0499,2735.561,-20.69307,277.6974,2759.336,-124.0507,49.06558,2840.083,-179.2232,-188.3734,2736.315,-184.8836,-227.8267,2703.122,352.1951,246.9955,2775.02,444.2332,12.33213,2847.504,422.6925,-214.7473,2700.776,426.9517,-255.8832,2676.76,58.41946,-119.8922,2647.863,-46.56989,-247.4511,2265.093,-40.09327,-630.0952,2269.31,-85.42577,-686.3314,2172.083,217.8388,-135.702,2662.362,249.2303,-270.296,2262.526,110.2645,-627.9047,2288.328,184.3258,-664.9785,2195.521,153.8448,308.1974,2732.797,-196.9073,-261.9744,2683.973,-165.9484,-234.7945,2637.586,430.0746,-294.331,2652.051,437.7309,-266.1006,2667.808
04/06/2016-04:15:34.263,65,139.72,-129.3969,2686.508,148.4624,122.5086,2716.496,198.6472,534.7563,2732.845,155.7276,369.0168,2735.483,-20.39359,277.7978,2759.586,-124.0502,49.24281,2840.129,-182.5346,-196.3929,2730.314,-186.5148,-231.6298,2700.387,352.3974,246.9793,2775.097,444.2689,12.26099,2847.512,422.3198,-214.8083,2700.813,426.9534,-256.0207,2676.706,58.31478,-119.6941,2647.822,-46.54768,-247.2139,2265.132,-40.05964,-630.1321,2269.412,-85.03793,-686.1686,2171.834,217.7706,-135.6883,2662.276,249.227,-270.2988,2262.53,109.1671,-627.5555,2290.67,183.2488,-664.22,2196.577,153.9486,308.1918,2732.734,-194.7594,-261.615,2680.722,-170.146,-246.138,2626.356,429.6141,-293.558,2652.103,437.863,-268.876,2665.931
04/06/2016-04:15:34.326,128,139.6462,-129.3114,2686.447,148.4888,122.5411,2716.437,198.868,534.6776,2732.776,155.8847,368.9827,2735.401,-20.15136,277.8913,2759.808,-124.0852,49.44988,2840.193,-182.7375,-199.0606,2727.141,-186.7847,-232.3131,2699.711,352.5877,246.9613,2775.17,444.3111,12.18901,2847.522,422.1212,-214.8527,2700.817,426.9152,-256.1233,2676.557,58.21125,-119.5177,2647.792,-46.5349,-247.0107,2265.152,-39.96019,-630.1519,2269.51,-84.70869,-685.9305,2171.582,217.712,-135.6764,2662.205,249.2234,-270.3021,2262.535,108.7361,-627.4745,2291.539,182.6885,-663.7593,2197.292,154.0527,308.1841,2732.666,-194.3978,-262.0293,2680.172,-173.3803,-246.6495,2628.979,428.9626,-293.4142,2650.416,437.9361,-271.4101,2663.971
04/06/2016-04:15:34.390,192,139.525,-129.2468,2686.406,148.4986,122.5616,2716.389,199.0367,534.6139,2732.714,156.0141,368.9465,2735.324,-19.95095,277.9749,2760.001,-124.1143,49.62159,2840.24,-180.0048,-195.8619,2727.408,-186.3358,-231.4987,2700.036,352.7508,246.9466,2775.232,444.3544,12.12535,2847.531,422.0903,-214.8771,2700.803,426.897,-256.1251,2676.543,58.0804,-119.379,2647.785,-46.52188,-246.9603,2265.171,-40.10758,-630.2176,2269.486,-84.43422,-685.9533,2171.186,217.5843,-135.6909,2662.145,249.22,-270.3066,2262.541,108.8098,-627.7346,2291.207,182.5792,-663.6151,2197.599,154.1369,308.1705,2732.603,-193.6131,-262.0578,2679.889,-171.6903,-239.8688,2636.947,428.7,-293.3148,2649.734,438.1541,-274.6251,2662.07
04/06/2016-04:15:34.437,239,139.4467,-129.2048,2686.385,148.5039,122.5757,2716.35,199.1819,534.5551,2732.644,156.1168,368.9118,2735.257,-19.78976,278.0435,2760.169,-124.1397,49.75409,2840.274,-164.3378,-156.7322,2764.054,-172.297,-201.9736,2723.195,352.8924,246.9349,2775.285,444.3964,12.07155,2847.546,422.0395,-214.883,2700.769,426.8823,-256.0929,2676.541,57.99514,-119.2868,2647.788,-46.50367,-246.9506,2265.204,-40.32677,-630.2781,2269.409,-84.26167,-686.0911,2170.855,217.5087,-135.7017,2662.113,249.2136,-270.3224,2262.556,110.1888,-628.0863,2288.516,183.1907,-663.8942,2197.37,154.2049,308.1548,2732.547,-197.491,-259.6986,2687.689,-154.7421,-194.8623,2676.373,427.8679,-293.0673,2647.559,438.1931,-274.8329,2662.027
04/06/2016-04:15:34.486,288,139.5298,-129.0861,2686.303,148.5084,122.5864,2716.293,199.2727,534.4883,2732.517,156.1461,368.8397,2735.151,-19.66813,278.0889,2760.3,-124.154,49.83352,2840.285,-153.0036,-129.6538,2787.844,-165.2038,-187.1612,2734.847,353.0288,246.9214,2775.329,444.4395,12.01849,2847.559,422.04,-214.879,2700.724,426.8551,-256.0207,2676.409,58.02409,-119.1693,2647.74,-46.49139,-246.9613,2265.229,-40.54998,-630.3307,2269.318,-84.94387,-686.7385,2171.312,217.6739,-135.6041,2662.007,249.2066,-270.3488,2262.573,110.4739,-628.3494,2287.724,183.4233,-663.9558,2197.35,154.229,308.1148,2732.465,-200.1818,-258.647,2693.917,-143.565,-167.2534,2699.213,426.0066,-291.2775,2643.841,438.2072,-274.809,2662.119
04/06/2016-04:15:34.557,359,139.6904,-128.9475,2686.206,148.5314,122.5975,2716.219,199.3554,534.3954,2732.321,156.1838,368.7512,2735.003,-19.5731,278.1171,2760.403,-124.1585,49.87872,2840.285,-147.4566,-115.972,2799.539,-160.6266,-177.5158,2742.527,353.1566,246.909,2775.354,444.4778,11.97269,2847.571,420.4608,-179.9862,2725.907,418.2552,-229.6341,2693.097,58.10844,-119.0528,2647.676,-46.48579,-246.9706,2265.248,-40.71704,-630.3123,2269.247,-85.76278,-687.2347,2172.031,217.949,-135.4696,2661.886,249.2005,-270.3717,2262.588,110.4366,-628.6969,2287.546,183.5106,-663.931,2197.413,154.2671,308.0624,2732.35,-202.0053,-257.9138,2697.544,-137.7747,-154.183,2709.957,425.1281,-284.6441,2645.792,438.0854,-274.0732,2662.485
04/06/2016-04:15:34.593,395,140.3564,-128.5641,2685.928,148.5738,122.609,2716.117,199.4253,534.2822,2732.067,156.1194,368.5392,2734.753,-19.47678,278.1321,2760.463,-124.1498,49.91573,2840.277,-145.2495,-131.4629,2781.47,-163.1949,-183.2186,2737.143,353.2838,246.9075,2775.356,444.5057,11.94152,2847.577,420.5382,-184.022,2722.951,418.717,-233.59,2687.369,58.6378,-118.7068,2647.313,-46.48512,-246.9565,2265.262,-40.82241,-630.2699,2269.197,-86.44393,-687.6,2172.676,218.8484,-135.0658,2661.7,249.1957,-270.3926,2262.6,110.0478,-629.0446,2287.997,183.4122,-663.7815,2197.633,154.2709,307.9552,2732.175,-202.5403,-258.2386,2697.189,-165.2522,-210.5731,2678.126,424.684,-282.9462,2646.036,437.9966,-273.4734,2662.68
04/06/2016-04:15:34.657,459,141.5078,-127.7983,2685.226,148.7033,122.6641,2715.892,199.4925,534.0689,2731.511,156.0469,368.3062,2734.48,-19.37354,278.1358,2760.489,-124.1363,49.95333,2840.261,-164.9313,-177.1614,2738.415,-179.7536,-217.0468,2710.583,353.3832,246.9143,2775.328,444.5282,11.91815,2847.562,420.9703,-195.2072,2714.858,420.6016,-237.5691,2685.226,59.40753,-118.0923,2646.611,-46.48642,-246.9211,2265.276,-40.87894,-630.2125,2269.168,-86.70453,-687.892,2173.122,220.6055,-134.147,2660.972,249.1916,-270.4111,2262.608,109.5672,-629.4169,2288.592,183.2407,-663.5913,2197.892,154.2832,307.8342,2731.965,-196.1097,-258.7752,2685.452,-178.3255,-250.8734,2633.966,425.3222,-283.4599,2646.659,437.8486,-272.2076,2663.482
04/06/2016-04:15:34.692,494,142.7834,-126.8711,2684.386,148.8552,122.7338,2715.616,199.5651,533.7165,2730.517,155.8593,367.9528,2734.138,-19.26985,278.1364,2760.495,-124.1212,49.99638,2840.242,-163.9758,-186.5716,2726.257,-187.3071,-232.6274,2698.06,353.4761,246.9325,2775.268,444.5482,11.90526,2847.533,421.6636,-211.8069,2702.649,425.022,-250.2382,2678.191,60.2069,-117.3614,2645.794,-46.48798,-246.879,2265.291,-40.88452,-630.1823,2269.166,-86.66091,-688.0455,2173.34,222.5876,-133.0232,2660.091,249.188,-270.4275,2262.614,109.2004,-629.6816,2289.101,183.0937,-663.4266,2198.118,154.2486,307.6598,2731.704,-193.7417,-259.9038,2680.256,-187.5627,-273.7436,2614.131,425.5874,-284.6067,2647.147,437.7986,-271.7652,2663.755
