TimeStamp, ElapsedMilliseconds,SpineBase-X,SpineBase-Y,SpineBase-Z,SpineMid-X,SpineMid-Y,SpineMid-Z,Neck-X,Neck-Y,Neck-Z,Head-X,Head-Y,Head-Z,ShoulderLeft-X,ShoulderLeft-Y,ShoulderLeft-Z,ElbowLeft-X,ElbowLeft-Y,ElbowLeft-Z,WristLeft-X,WristLeft-Y,WristLeft-Z,HandLeft-X,HandLeft-Y,HandLeft-Z,ShoulderRight-X,ShoulderRight-Y,ShoulderRight-Z,ElbowRight-X,ElbowRight-Y,ElbowRight-Z,WristRight-X,WristRight-Y,WristRight-Z,HandRight-X,HandRight-Y,HandRight-Z,HipLeft-X,HipLeft-Y,HipLeft-Z,KneeLeft-X,KneeLeft-Y,KneeLeft-Z,AnkleLeft-X,AnkleLeft-Y,AnkleLeft-Z,FootLeft-X,FootLeft-Y,FootLeft-Z,HipRight-X,HipRight-Y,HipRight-Z,KneeRight-X,KneeRight-Y,KneeRight-Z,AnkleRight-X,AnkleRight-Y,AnkleRight-Z,FootRight-X,FootRight-Y,FootRight-Z,SpineShoulder-X,SpineShoulder-Y,SpineShoulder-Z,HandTipLeft-X,HandTipLeft-Y,HandTipLeft-Z,ThumbLeft-X,ThumbLeft-Y,ThumbLeft-Z,HandTipRight-X,HandTipRight-Y,HandTipRight-Z,ThumbRight-X,ThumbRight-Y,ThumbRight-Z
04/06/2016-10:10:12.015,55,307.8837,-232.8065,2463.173,353.2364,15.98202,2485.958,383.7128,377.1234,2443.214,394.7562,259.687,2496.864,219.991,185.0948,2531.127,150.4,-11.88655,2443.111,106.542,-120.4964,2260.8,74.11661,-153.7954,2209.286,508.9863,150.3756,2420.137,478.4461,-46.43549,2275.484,363.8903,-165.3076,2120.446,315.061,-230.4757,2059.958,239.0817,-224.1649,2456.108,-4.837527,-209.8821,2173.022,55.74819,-610.6763,2094.885,-1.202719,-669.0128,2010.09,368.1046,-236.4098,2409.415,200.3477,-211.3453,2057.622,170.7159,-603.0104,2044.987,122.9729,-639.4662,1913.384,384.851,199.4515,2496.125,46.73991,-200.1497,2118.635,98.97868,-179.097,2185.582,270.651,-287.1401,2026.609,332.0242,-307.1144,2077.566
04/06/2016-10:10:12.055,95,307.3703,-234.3921,2460.33,351.7086,14.75421,2483.065,377.0747,373.346,2438.128,392.5843,258.7951,2494.43,215.7549,183.2905,2521.329,156.4156,-17.1832,2437.111,124.3037,-136.6441,2260.28,87.26971,-164.7097,2209.419,507.7087,151.3041,2417.245,474.4053,-47.90565,2271.939,355.3416,-163.8229,2134.146,313.8028,-234.1272,2061.641,238.0464,-226.0143,2452.558,-3.717378,-211.8571,2171.117,49.61366,-607.7428,2095.678,84.1765,-668.1953,2008.843,368.1945,-237.4163,2407.733,200.529,-211.4715,2057.391,169.4612,-603.4224,2045.021,122.9875,-640.1456,1913.03,382.8297,198.4975,2493.562,73.93877,-223.2441,2110.266,118.9748,-167.5219,2216.305,282.6458,-296.8493,2043.906,371.7863,-291.9055,2150.862
04/06/2016-10:10:12.098,138,306.8848,-235.8102,2457.841,350.3613,13.68159,2480.49,372.1102,370.9587,2434.824,390.4306,257.9173,2491.856,212.759,182.0112,2515.884,157.3484,-18.298,2433.719,133.5584,-149.1779,2260.797,98.45292,-169.0728,2217.2,505.9425,152.1483,2413.686,472.5815,-44.93784,2275.353,361.5397,-166.5034,2144.896,320.0977,-203.8929,2097.865,237.1411,-227.6244,2449.557,-3.031545,-213.3371,2170.208,48.27049,-607.1174,2095.558,141.1652,-669.8641,2002.097,368.2403,-238.46,2406.052,200.7231,-211.5847,2057.238,168.5648,-603.8241,2045.045,122.9092,-640.7552,1912.805,380.8949,197.5881,2490.993,110.5527,-230.2337,2122.069,142.2654,-150.7255,2248.088,267.0761,-245.0964,2048.952,378.7327,-239.7205,2143.24
04/06/2016-10:10:12.135,175,306.4278,-236.9767,2455.837,349.1565,12.78431,2478.316,367.3848,369.1744,2432.479,388.3738,257.1659,2489.42,210.6169,181.1618,2513.82,155.3762,-17.32603,2433.097,130.9671,-154.6028,2261.063,104.4048,-166.6645,2227.761,504.1196,153.1048,2410.429,473.6637,-40.14691,2281.558,374.7859,-170.0512,2147.527,324.4397,-184.1326,2118.653,236.2877,-228.9917,2447.154,-2.81626,-214.5175,2170.003,47.86594,-607.488,2095.198,143.6163,-670.7119,1995.979,368.2555,-239.3665,2404.603,200.9014,-211.6866,2057.13,168.1579,-604.0795,2045.024,122.9895,-641.2024,1912.57,379.0671,196.8035,2488.629,131.6576,-218.6547,2141.799,147.7469,-145.5192,2239.036,256.5141,-199.9532,2048.314,382.8483,-194.5462,2116.051
04/06/2016-10:10:12.170,210,305.9748,-237.8103,2454.647,348.1125,12.08372,2476.813,363.0568,367.848,2430.969,386.605,256.5687,2487.453,208.8999,180.5929,2514.077,153.3277,-17.29966,2435.319,125.1385,-153.2063,2261.103,104.7816,-162.3347,2236.218,502.5762,154.014,2408.133,475.4873,-36.54153,2286.462,376.2667,-172.2226,2142.102,329.7517,-168.1651,2133.729,235.5233,-229.9729,2445.771,-2.908295,-215.6556,2170.095,51.18621,-609.6592,2093.689,133.7417,-666.9865,1994.093,368.1808,-240.0537,2403.67,201.0635,-211.7892,2057.052,168.0401,-604.3942,2044.875,123.3051,-641.8136,1912.109,377.4813,196.1721,2486.78,127.2285,-197.2349,2160.365,142.2674,-145.8936,2228.587,257.588,-180.2111,2052.916,378.5149,-170.8775,2084.425
04/06/2016-10:10:12.202,242,305.2079,-238.7228,2453.941,343.3874,9.727489,2473.25,354.3804,367.8551,2426.515,370.5888,251.2826,2474.673,207.0835,180.0656,2514.768,152.8062,-19.29295,2438.771,118.8692,-149.5137,2261.319,102.2428,-159.4534,2240.342,501.3205,154.7934,2406.708,476.5693,-35.08383,2288.553,379.0527,-173.6423,2137.815,332.0319,-164.06,2135.157,234.5162,-230.9496,2444.979,-3.1596,-216.9839,2170.168,54.31124,-611.615,2092.367,83.85813,-672.4063,1992.633,367.7858,-240.8612,2403.087,201.1965,-211.8962,2056.988,167.9899,-604.7152,2044.68,123.6144,-642.478,1911.652,364.3512,191.4907,2476.504,111.1161,-183.048,2159.34,131.8732,-152.788,2213.759,264.4524,-192.0555,2057.741,368.6777,-184.146,2075.475
04/06/2016-10:10:12.256,296,303.2299,-240.134,2453.131,335.3296,6.466824,2468.823,343.4351,367.5781,2422.662,358.1625,247.291,2466.66,202.9436,178.8763,2514.477,153.4027,-22.70533,2441.539,115.1051,-147.0479,2261.627,99.28832,-158.6517,2240.952,493.0349,158.4326,2400.967,475.8894,-36.26635,2287.563,376.6154,-176.0672,2136.409,330.8129,-169.17,2128.116,232.3911,-232.1789,2444.031,-3.437076,-218.4294,2170.12,56.79391,-612.8591,2091.352,60.72,-674.5127,1993.06,366.2103,-242.354,2402.48,201.2944,-211.9941,2056.938,168.0597,-604.9009,2044.491,123.7445,-642.8425,1911.405,352.9432,187.6638,2469.432,94.66071,-187.5097,2151.129,123.3034,-156.0363,2218.209,270.6577,-211.531,2058.961,364.5929,-217.4967,2108.048
04/06/2016-10:10:12.290,330,301.0712,-241.665,2452.432,329.2432,4.003323,2465.75,334.5029,367.2461,2420.207,350.2711,244.7517,2461.815,197.9874,177.5807,2513.42,154.2307,-25.69813,2442.999,113.6625,-146.4279,2261.962,96.74979,-159.4373,2240.465,485.6928,161.505,2396.296,474.1319,-38.57931,2285.343,372.7426,-178.3608,2138.411,327.5829,-175.8689,2118.201,230.1698,-233.5224,2443.126,-3.664989,-219.7016,2170.028,59.03566,-613.4825,2090.663,61.47008,-678.7372,1992.335,364.3398,-243.9809,2402.053,201.3555,-212.069,2056.903,168.0271,-605.6488,2044.233,123.417,-643.8949,1911.276,345.5085,185.1693,2465.099,89.32746,-197.653,2144.291,120.0237,-155.6497,2228.695,274.8423,-227.49,2058.812,361.5779,-239.9467,2134.16
04/06/2016-10:10:12.352,392,299.0241,-243.2728,2451.927,325.221,2.358782,2464.102,327.3865,366.7371,2419.881,346.599,243.5932,2460.401,191.6466,175.8153,2512.065,154.7518,-28.21507,2443.387,113.1002,-147.0937,2262.125,95.48444,-160.4883,2240.516,479.8818,163.8601,2393.25,472.3232,-38.80602,2287.96,372.9503,-178.423,2148.929,316.9178,-191.5991,2100.382,228.052,-235.0304,2442.348,-3.96922,-221.0243,2170.039,61.46799,-613.5836,2090.336,80.89915,-680.9365,1991.565,362.5214,-245.6317,2401.866,201.3805,-212.1135,2056.886,167.7139,-607.1785,2043.962,122.6331,-645.7379,1911.261,341.811,183.9569,2463.623,94.01749,-212.7537,2143.527,122.9451,-152.348,2241.508,261.1574,-252.8854,2032.976,347.2328,-259.3925,2141.605
04/06/2016-10:10:12.386,426,297.4642,-244.6703,2451.665,323.3546,1.573138,2463.785,322.9666,366.1034,2421.059,345.8976,243.5271,2461.952,186.4556,174.328,2511.023,154.7558,-29.93606,2443.204,112.4776,-148.052,2262.063,75.36178,-172.5854,2224.946,476.7901,165.0163,2392.034,471.1787,-38.56617,2292.687,376.3201,-182.2887,2162.549,314.4114,-204.9956,2094.617,226.371,-236.485,2441.791,-4.311859,-222.4895,2170.101,63.40255,-613.5309,2090.246,95.38319,-681.1783,1990.615,361.1349,-246.9868,2401.903,201.3858,-212.129,2056.881,167.8832,-607.9048,2043.743,122.461,-646.5934,1911.237,340.8759,183.7492,2464.546,55.98294,-224.9848,2145.635,111.0045,-174.7379,2219.571,250.7353,-265.3722,2017.886,340.063,-265.0459,2135.845
